community_id,community_name,wylie_name,tibetan,chinese,en_variants,bo_x_ewtx_variants,zh_hani_variants,sa_deva_variants,ru_cyrl_variants,mn_cyrl_variants,mn_mong_variants
1345,Yumbu Lagang,yum bu bla sgang,ཡུམ་བུ་བླ་སྒང་།,雍布拉岗,,yum bu bla mkhar,,,,,
1346,Sengge Yumtso,seng ge g.yu mtsho,སེང་གེ་གཡུ་མཚོ།,,Lion Turquoise Lake; Permanently Abiding Turquoise Lake; Permanently Abiding Wild Lion Turquoise Lake; Senggo Yumtso,g.yu mtsho gtan khyil; seng rgod g.yu mtsho gtan 'khyil; seng rgod g.yu mtsho,,,,,
1347,Sinpo Ri Lhakhang,srin po ri lha khang,སྲིན་པོ་རི་ལྷ་ཁང་།,,,,,,,,
1348,Hepo Ri,he po ri,ཧེ་པོ་རི།,,Hepori,,,,,,
1349,Tashi Podrang,bkra shis pho brang,བཀྲ་ཤིས་ཕོ་བྲང་།,,,,,,,,
1350,Pemaling Lake,sgrub mtsho padma gling,སྒྲུབ་མཚོ་པདམ་གླིང་།,,,,,,,,
1351,Gontang Bumpa,dgon thang 'bum pa,དགོན་ཐང་འབུམ་པ།,,,,,,,,
1352,Ngedon Dongak Chokhor Ling,nges don mdo snags chos 'khor gling,ངེས་དོན་མདོ་སྣགས་ཆོས་འཁོར་གླིང་།,,,,,,,,
1353,Pemayangtse,pad+ma yang rtse,པདྨ་ཡང་རྩེ།,,,,,,,,
1354,Namgyal Institute of Tibetology,rnam rgyal bod kyi shes rig nyams zhib khang,རྣམ་རྒྱལ་བོད་ཀྱི་ཤེས་རིག་ཉམས་ཞིབ་ཁང་།,,,,,,,,
1355,Vikramaśīla,rnam gnon ngang tshul,རྣམ་གནོན་ངང་ཚུལ།,超戒寺,,,,,,,
1356,Drakmar Drinzang,brag dmar mgrin bzang,བྲག་དམར་མགྲིན་བཟང་།,,Drakmar Drinsang,,,,,,
1359,Drak Lhalubuk,brag lha klu sbug,བྲག་ལྷ་ཀླུ་སྦུག།,扎拉鲁浦寺,Chogyel Zimpuk; Drakla Lubu; Drak Lhalupuk; Draklha Ludruk; Pala Lubuk; zhala lupu si,brag lha klu sgug,查拉路甫石窟,,,,
1361,Shardza Hermitage,shar rdza ri khrod,ཤར་རྫ་རི་ཁྲོད།,基扎作寺,,,,,,,
1362,Rinpung Monastery,rin spungs dgon,རིན་སྤུངས་དགོན།,林坡寺,,,,,,,
1363,Taktse Hermitage,stag rtse ri khrod,སྟག་རྩེ་རི་ཁྲོད།,,,,,,,,
1364,Khyunglung Ngulkhar,khyung lung dngul mkhar dgon,ཁྱུང་ལུང་དངུལ་མཁར་དགོན།,,,,,,,,
1365,Dachen,mda' chen dgon,མདའ་ཆེན་དགོན།,大金寺,,mda' chen g.yung drung bshad sgrub dar rgyas gling; shel phug skyang tshang,,,,,
1366,Drakkar Jago,brag dkar bya rgod,བྲག་དཀར་བྱ་རྒོད།,,,,,,,,
1367,Samdrub,bsam 'grub dgon,བསམ་འགྲུབ་དགོན།,,,,,,,,
1368,Nateng,sna steng dgon,སྣ་སྟེང་དགོན།,郎依寺,,snang zhig lcags mdud bkra shis g.yung drung; snang zhig dgon,,,,,
1369,Gyarong Khamtsen,rgyal rong khams tshan,རྒྱལ་རོང་ཁམས་ཚན།,,,,,,,,
1370,Indo Tibetan Buddhist Cultural Institute,,,,ITBCI,,,,,,
1372,Śāntipura,,,,,,,,,,
1373,Dranang Jampa Ling,gra nang byams pa gling,གྲ་ནང་བྱམས་པ་གླིང་།,强巴林寺,,,,,,,
1374,St. Joseph's School,,,,St. Joseph's College,,,,,,
1376,Chode (Denma),chos sde'i gtsug lag khang,ཆོས་སྡེའི་གཙུག་ལག་ཁང་།,,,,,,,,
1377,Ximing Temple,,,西明寺,,,,,,,
1378,Daci'ensi,,,大慈恩寺,,,,,,,
1379,Xiuduo Monastery,,,修多寺,,,,,,,
1380,Kilung,ki lung,ཀི་ལུང་།,,,KiH lung,,,,,
1386,Ney Monastery,,,,,,,,,,
1387,Wosel Monastery,od gsal dgon,འོད་གསལ་དགོན།,,,,,,,,
1388,Tolung Tsendro,btsan gro dgon,བཙན་གྲོ་དགོན།,,,,,,,,
1390,Zhok Gurmon,zhogs gur smon dgon,ཞོགས་གུར་སྨོན་དགོན།,,,,,,,,
1391,Ngonga Choding,mngon dga' chos sding ,མངོན་དགའ་ཆོས་སྡིང་།,,,,,,,,
1392,Tashi Lhapuk,bkra shis lha phug,བཀྲ་ཤིས་ལྷ་ཕུག།,扎西拉武寺,,,,,,,
1393,Chamdo Drolma Lhakhang,chab mdo sgrol ma lha khang,ཆབ་མདོ་སྒྲོལ་མ་ལྷ་ཁང་།,,,,,,,,
1394,Dangkhar,brag mkhar,བྲག་མཁར།,,Dangkhar Tashi Chöling; Dhankar Monastery; Lagope,lags phel; lags spel; lags sgo spe; la mgo spe; la go pe; la go dpe; la go spe; la go spal; la mgo; la ’go; lags spe; legs sgo spe; legs sgo spel; legs spe; legs spel; brag mkhar bkra shis chos gling,,,,,
1395,Samye Ling,bsam yas gling,བསམ་ཡས་གླིང་།,,,,,,,,
1396,Kanchendzonga,gang chen mdzod lnga,གང་ཆེན་མཛོད་ལྔ།,,Kangchenjunga; Kanchenjunga,,,,,,
1397,Borobudur,,,,Barabudur,,,,,,
1398,Daktok,brag thog,བྲག་ཐོག།,,Taktok; Takthok; Tak Tok,,,,,,
1399,Gyama Rinchen Gang,rgya ma rin chen sgang,རྒྱ་མ་རིན་ཆེན་སྒང་།,,,,,,,,
1400,Riwo Dangchen,ri bo mdangs can,རི་བོ་མདངས་ཅན།,,,,,,,,
1401,Kamkam Monastery,skam skam dgon,སྐམ་སྐམ་དགོན།,,,,,,,,
1402,Nyenchen Tanglha,gnyan chen thang lha,གཉན་ཆེན་ཐང་ལྷ།,念青唐古拉峰,,,,,,,
1403,Ridrak,ri brag,རི་བྲག།,日绕寺,Ridak,,,,,,
1404,Galenteng,sga len steng,སྒ་ལེན་སྟེང་།,嘎伦寺,Galingteng,sga len dgon; sga gling steng,,,,,
1405,Matho,mang spro dgon pa,མང་སྤྲོ་དགོན་པ།,,,,,,,,
1406,Spituk,dpe thub dga' ldan dar rgyas gling dgon pa,དཔེ་ཐུབ་དགའ་ལྡན་དར་རྒྱས་གླིང་དགོན་པ།,,Petub Ganden Dargye Ling,,,,,,
1407,Stok Royal Palace,,,,,,,,,,
1408,Samstanling,bsam bstan gling dgon pa,བསམ་བསྟན་གླིང་དགོན་པ།,,Sumur Samtenling; Samstaling,,,,,,
1409,Petub Khamsten,dpe thub khams tshan,དཔེ་ཐུབ་ཁམས་ཚན།,,,,,,,,
1410,Mulagandhakuti Vihara,,,,Sarnath,,,,,,
1411,Central Institute of Buddhist Studies,dbu gzhung nang pa'i rig gnas gtsug lag slob gnyer,དབུ་གཞུང་ནང་པའི་རིག་གནས་གཙུག་ལག་སློབ་གཉེར།,,,,,,,,
1412,Pethub Stangey Choskhorling,dpe thub bstan rgyas chos 'khor gling dgon pa,དཔེ་ཐུབ་བསྟན་རྒྱས་ཆོས་འཁོར་གླིང་དགོན་པ།,贝图桑吉春科林寺,Petub Khiid; Pethub Stangey Choskhor Ling Khiid; Bakula Rinpoche Khiid; Betüv Khiid,,,,,,
1413,Ivolginsky Datsan,dga' ldan bkra shis chos 'khor,དགའ་ལྡན་བཀྲ་ཤིས་ཆོས་འཁོར།,,,,,,Иволгинский дацан,Иволгинский дацан,
1414,Key,skyid dgon,སྐྱིད་དགོན།,,Kye; Ki; Kyi,,,,,,
1415,Bengen,ban rgan dgon,བན་རྒན་དགོན།,白格寺,Pangen Gonpa; baige si,bsam gtan chos rdzong gling; paN rgan dgon,,,,,
1416,Sonada,bsam grub dar rgyas chos gling,བསམ་གྲུབ་དར་རྒྱས་ཆོས་གླིང་།,,Samdrub Darjay Chöling Monastery,,,,,,
1417,Diskit,bde skyid,བདེ་སྐྱིད།,,,,,,,,
1418,Charasa,lchags ra sa,ལཆགས་ར་ས།,,,,,,,,
1419,Ensa,dben sa,དབེན་ས།,,Wensa,,,,,,
1420,Tsazar,tsha zar dgon,ཚ་ཟར་དགོན།,,,,,,,,
1421,Stongdey,stong sde'i dgon pa,སྟོང་སྡེའི་དགོན་པ།,,Tongde; Thongde,,,,,,
1422,Phuktal,phug dal dgon,ཕུག་དལ་དགོན།,,,,,,,,
1423,Karsha,dkar sha dgon pa,དཀར་ཤ་དགོན་པ།,,Kursha,,,,,,
1426,Taktsang Lhamo Kīrti,stag tshang lha mo kir+ti dgon,སྟག་ཚང་ལྷ་མོ་ཀིརྟི་དགོན།,纳摩格尔登寺,Kirti Monastery Namgyel Dechen Ling,kirti dgon rnam rgyal bde chen ling,,,,,
1428,Achung Namdzong,a chung gnam rdzong,ཨ་ཆུང་གནམ་རྫོང་།,阿琼南宗寺,,,,,,,
1429,Bo Gangkar Monastery,bo gangs dkar sgrub sde,འབོ་གངས་དཀར་སྒྲུབ་སྡེ།,,,bo gangs dkar dgon,,,,,
1430,Dagam Wangpuk,zla gam dbang phug,ཟླ་གམ་དབང་ཕུག།,,,,,,,,
1431,Mahā Kyilung,ma hA skyid lung,མ་ཧཱ་སྐྱིད་ལུང་།,,,skyid lung gsang sngags chos sde gling,,,,,
1432,Kachok,ka mchog dgon,ཀ་མཆོག་དགོན།,干木足寺,,,,,,,
1433,Minyak Kyernang,mi nyag sker nang,མི་ཉག་སྐེར་ནང་།,,,,,,,,
1434,Kardza,dkar mdza',དཀར་མཛའ།,,,gar nang dkar mdza' ri khrod,,,,,
1435,Lautang,la'u thang,ལའུ་ཐང་།,,,,,,,,
1436,Pema Ritro,padma ri mtho,པདམ་རི་མཐོ།,,,,,,,,
1437,Tabka,stabs ka,སྟབས་ཀ།,,,,,,,,
1438,Trawakha,khra ba kha,ཁྲ་བ་ཁ།,,,,,,,,
1439,Tangsak,thang sag,ཐང་སག།,,,,,,,,
1440,Young Lama's Home School,,,,,,,,,,
1441,Lekshe Nyida Ling,legs bshad nyi zla'i gling,ལེགས་བཤད་ཉི་ཟླའི་གླིང་།,,,,,,,,
1442,Naropa University,,,,,,,,,,
1443,Gampo Abbey,,,,,,,,,,
1445,Karmê Chöling,,,,,,,,,,
1447,Boulder Shambhala Center,,,,,,,,,,
1448,Shambhala Mountain Center,,,,,,,,,,
1449,Yak Monastery,yag dgon,ཡག་དགོན།,,,,,,,,
1450,Lhapu Mokchok,lha phu rmog lcog ri khrod,ལྷ་ཕུ་རྨོག་ལྕོག་རི་ཁྲོད།,,,,,,,,
1452,Kagyu Kunchab Chuling,,,,Kagyu Kunkhyab Chuling; KKC,,,,,,
1453,Kunzang Dechen Osel Ling,kun bzang bde chen 'od gsal gling,ཀུན་བཟང་བདེ་ཆེན་འོད་གསལ་གླིང་།,,,,,,,,
1454,Kagyu Dzamling Kunchab,,,,Kagyu Dzamling Kunkhyab,,,,,,
1455,Kagyu Droden Kunchab,,,,,,,,,,
1456,Karma Rimay O Sal Ling,,,,,,,,,,
1457,Kagyu Changchub Chuling,,,,,,,,,,
1458,Kagyu Shenpen Kunchab,,,,,,,,,,
1459,Kagyu Dzong,,,,,,,,,,
1460,Kagyu Ling,,,,Dashang Kagyu Ling,,,,,,
1461,Kagyu Thubten Chöling,,,,,,,,,,
1462,Sherabling,shes rab gling,ཤེས་རབ་གླིང་།,,Palpung Sherabling,dpal spung shes rab gling,,,,,
1463,Sengchen Namdrak,seng chen gnam brag,སེང་ཆེན་གནམ་བྲག།,,,,,,,,
1464,Gagu Hermitage,gwa gu ri khrod,གྭ་གུ་རི་ཁྲོད།,,,,,,,,
1465,Drakmar Keutsang,brag dmar ke'u tshang,བྲག་དམར་ཀེའུ་ཚང་།,,,,,,,,
1466,Drinyendong,bri gnyan gdong,འབྲི་གཉན་གདོང་།,,Dri Nyendong,,,,,,
1467,Sengchen Namdrak Monastery,seng chen gnam brag dgon,སེང་ཆེན་གནམ་བྲག་དགོན།,,,,,,,,
1468,Tsarazhab Hermitage,rtswa ra zhabs,རྩྭ་ར་ཞབས།,,,,,,,,
1469,Garpa Ritro,sgar pa ri khrod,སྒར་པ་རི་ཁྲོད།,,,,,,,,
1470,Birla House,sbir la ha'o si,སྦིར་ལ་ཧའོ་སི།,,,,,,,,
1471,Chopra House,cob ra ha'o si,ཅོབ་ར་ཧའོ་སི།,,,,,,,,
1472,Drepung (India),bras spungs,འབྲས་སྤུངས།,,,,,,,,
1473,Buxa Chogar Tosam Tardo Ling,sbag sa chos sgar thos bsam thar 'dod gling,སྦག་ས་ཆོས་སྒར་ཐོས་བསམ་ཐར་འདོད་གླིང་།,,Thosam Thardo Ling College for the Preservation of Buddhist Culture,,,,,,
1474,Ganden Tritok Khang (India),dga' ldan khri thog khang,དགའ་ལྡན་ཁྲི་ཐོག་ཁང་།,,Tritok Khang; Tripa House; Trithok Khang,,,,,,
1475,Ganden Pelgye Ling,dga' ldan 'phel rgyas gling,དགའ་ལྡན་འཕེལ་རྒྱས་གླིང་།,,Gaden Phelgye Ling,,,,,,
1476,Chokhor Ling,chos 'khor gling,ཆོས་འཁོར་གླིང་།,,Tibet-Institut Rikon; Kloster zum Rad der Lehre,,,,,,
1477,Ganden (India),dga' ldan,དགའ་ལྡན།,,,,,,,,
1478,Ling Khamtsen (India),gling khams tshan,གླིང་ཁམས་ཚན།,,,,,,,,
1479,Labsum Shedrub Ling,bslab gsum bshad sgrub gling,བསླབ་གསུམ་བཤད་སྒྲུབ་གླིང་།,,Lamaist Buddhist Monastery of America; Tibetan Buddhist Learning Center,,,,,,
1480,Pombora Khamtsen,spom 'bo ra khams tshan,སྤོམ་འབོ་ར་ཁམས་ཚན།,,Pomra Khamtsen; Bompora Khamtsen,spom ra,,,,,
1481,Ngopu Yangchen Puntsok Ling,sngo phu yang can phun tshogs gling,སྔོ་ཕུ་ཡང་ཅན་ཕུན་ཚོགས་གླིང་།,红坡寺,Ganden Yangpachen,dga' ldan yangs pa can,,,,,
1482,Bomrak Ganden Dondrub Ling,sbom rag dga' ldan don grub gling,སྦོམ་རག་དགའ་ལྡན་དོན་གྲུབ་གླིང་།,噶丹东竹林寺,Trungtrung Tsogang,khrung khrung mtsho sgang,,,,,
1486,Adu Yakgo ,a 'dus yag mgo dgon,ཨ་འདུས་ཡག་མགོ་དགོན།,,Sangchen Tashi Choling,gsang chen bkra shis gling,,,,,
1487,Datsang,da tshang dgon,ད་ཚང་དགོན།,大藏寺,Ganden Datsang Lhundrub Ling,dga' ldan da tshang lhun grub gling,,,,,
1488,Damtok,dam thog dgon,འདམ་ཐོག་དགོན།,当头寺,,,,,,,
1489,Tridu Kelzang,khri 'du skal bzang dgon,ཁྲི་འདུ་སྐལ་བཟང་དགོན།, 尕藏寺,Kelzang Peljor Ling,skal bzang dpal 'byor gling,,,,,
1490,Serjong,ku se gser ljongs,ཀུ་སེ་གསེར་ལྗོངས།,,,,,,,,
1491,Guzi,gu zi dgon,འགུ་ཟི་དགོན།,俄支寺,,go zi dgon,,,,,
1492,Takmo Lingkha,stag mo gling kha,སྟག་མོ་གླིང་ཁ།,达摩林卡寺,Mu Takpoling,,,,,,
1493,Baradrak Dondrubding,ba' ra brag don grub lding,འབའ་ར་བྲག་དོན་གྲུབ་ལྡིང་།,巴热扎嘎寺,Shang Bara Drakkar,shangs 'ba' ra brag dkar,,,,,
1494,Lumbini,,,蓝毗尼,,,,,,,
1496,Dzinda Neseb,dzin mda' gnas gseb,འཛིན་མདའ་གནས་གསེབ།,,,,,,,,
1497,Dzonyak Samdrub,mdzo nyag bsam grub,མཛོ་ཉག་བསམ་གྲུབ།,,,,,,,,
1498,Tubten,thub bstan dgon,ཐུབ་བསྟན་དགོན།,,,,,,,,
1499,Dzonggo,rdzong mgo dgon,རྫོང་མགོ་དགོན།,,,,,,,,
1500,Jasa Lhakhang,bya sa lha khang,བྱ་ས་ལྷ་ཁང་།,恰萨拉康,,,,,,,
1501,Druk Dechen Chokhor, 'brug bde chen chos 'khor,འབྲུག་བདེ་ཆེན་ཆོས་འཁོར།, 德庆曲果寺,,,,,,,
1502,Karma Chokhor Dechen Ling,karma chos 'khor bde chen gling,ཀརྨ་ཆོས་འཁོར་བདེ་ཆེན་གླིང་།,,Karmé Chökhor Dechen Ling,,,,,,
1504,Ka-Nying Shedrub Ling,bka' rnying bshad sgrub gling,བཀའ་རྙིང་བཤད་སྒྲུབ་གླིང་།,,,,,,,,
1506,Karma Migyur Ling,karma mi 'gyur gling,ཀརྨ་མི་འགྱུར་གླིང་།,,Karma Mingyur Ling,,,,,,
1507,Dhagpo Kagyu Ling,dwags po bka’ brgyud gling,དྭགས་པོ་བཀའ་བརྒྱུད་གླིང་།,,,,,,,,
1508,Buddhistisk Center Kobenhavn,,,,,,,,,,
1509,Karma Triyana Dharmachakra,,,,,,,,,,
1510,Khampa Gar (Tashi Jong),khams pa sgar,ཁམས་པ་སྒར།,,,,,,,,
1511,Karma Drubgyu Thargay Ling,karma grub brgyud dar rgyas gling,ཀརྨ་གྲུབ་བརྒྱུད་དར་རྒྱས་གླིང་།,,Tilokpur Nunnery,,,,,,
1512,Karma Drupgyud Choeling,karma grub brgyud chos gling,ཀརྨ་གྲུབ་བརྒྱུད་ཆོས་གླིང་།,,,,,,,,
1513,Shri Karma Raja Mahavihara,phags zhing zhwa dmar dgon pa,འཕགས་ཞིང་ཞྭ་དམར་དགོན་པ།,,,,,,,,
1515,Tawu Sangngak Chokdrub Ling,rta'u gsang sngags mchog grub gling,རྟའུ་གསང་སྔགས་མཆོག་གྲུབ་གླིང་།,,,,,,,,
1516,Lhalam,lha lam dgon,ལྷ་ལམ་དགོན།,,Tsangsar Lhalam Monastery; Lhalam Wosel Ling,gtsang sar lha lam dgon; lha lam 'od gsal gling,,,,,
1517,Lachab,bla khyab,བླ་ཁྱབ།,,Tsangsar Lachab; Lachab Jangchub Norzin Choling,bla khyab byang chub nor 'dzin chos gling,,,,,
1518,Sangngak Choling,gsang sngags chos gling,གསང་སྔགས་ཆོས་གླིང་།,三安曲林寺,Jar Sang-ngak Choling,byar gsang sngags chos gling,,,,,
1520,Taser,mtha' ser,མཐའ་སེར།,,,,,,,,
1521,Ru Gonsar,ru dgon gsar,རུ་དགོན་གསར།,,,,,,,,
1522,Labrang Gyuto Dratsang,rgyud stod grwa tshang gsang chen rdo rje gling,རྒྱུད་སྟོད་གྲྭ་ཚང་གསང་ཆེན་རྡོ་རྗེ་གླིང་།,,Labrang Upper Tantric College,,,,,,
1523,Labrang Gyume Dratsang,bla brang rgyud smad grwa tshang,བླ་བྲང་རྒྱུད་སྨད་གྲྭ་ཚང་།,,Labrang Lower Tantric College,,,,,,
1524,Ghum Yiga Choeling,yid dga chos gling,ཡིད་དག་ཆོས་གླིང་།,,Ghoom Yiga Choling,,,,,,
1526,Dubdi,sgrub sde gsang sngag rdo rje gdan,སྒྲུབ་སྡེ་གསང་སྔག་རྡོ་རྗེ་གདན།,,Yukzom; Drubde Sang Ngak Dorje Den,,,,,,
1527,Sangngak Choling Sikkim,gsang sngags chos gling,གསང་སྔགས་ཆོས་གླིང་།,,Sanga Choeling ,,,,,,
1528,Doling,rdo gling dgon,རྡོ་གླིང་དགོན།,,,,,,,,
1529,Ralong,ra langs karma rab brtan gling,ར་ལངས་ཀརྨ་རབ་བརྟན་གླིང་།,,Ralang; Old Ralang Monastery,,,,,,
1530,Men-tsee-khang,sman rtsis khang / rda ram sa la,སྨན་རྩིས་ཁང་། རྡ་རམ་ས་ལ།,,Mentsikhang; Tibetan Medical and Astrological Institute of His Holiness the Dalai Lama,bod gzhung sman rtsis khang,,,,,
1532,Dranggyekha,brang rgyas kha dgon,འབྲང་རྒྱས་ཁ་དགོན།,,,spa gro 'brang rgyas kha,,,,,
1533,Do Chorten,,,,,,,,,,
1534,Tsangsar Namgon,gtsang sar rnam dgon,གཙང་སར་རྣམ་དགོན།,"Canshagong, 参沙公",,,,,,,
1535,Gechak Monastery,gad chags dgon,གད་ཆགས་དགོན།,,Gebchak; Gebchak; Gebchag,ge bcags,,,,,
1536,Dzonggo Ling,rdzong mgo gling,རྫོང་མགོ་གླིང་།,,Fortress Peak; Raja Dzong,,,,,,
1537,Nagi Gonpa,na gi dgon pa,ན་གི་དགོན་པ།,,,,,,,,
1538,Tergar Ösel Ling,gter gar 'od gsal gling,གཏེར་གར་འོད་གསལ་གླིང་།,,,,,,,,
1539,Hiraṇyavarṇa Mahāvihāra,,,,Golden Temple,,,,,,
1541,Pema Khyung Dzong,,,,,,,,,,
1542,Benchen,ban chen dgon,བན་ཆེན་དགོན།,,,,,,,,
1543,Central Tibetan Administration,btsan byol bod mi'i sgrig 'dzugs,བཙན་བྱོལ་བོད་མིའི་སྒྲིག་འཛུགས།,,Tsenjol Bömi Drigzuk; Bözhung Ganden Potrang Choklé Namgyel; Tibetan Government in Exile; CTA,,,,,,
1544,Pema Choling,padma chos gling,པདམ་ཆོས་གླིང་།,,,,,,,,
1545,Jekhar Chode Gon,bye mkhar chos sde dgon,བྱེ་མཁར་ཆོས་སྡེ་དགོན།,,Nyemo Chode Monastery,snye mo chos sde,,,,,
1546,Drapu Choling,grwa phu chos gling,གྲྭ་ཕུ་ཆོས་གླིང་།,,Tashi Choling,bkra shis chos gling,,,,,
1548,Tashi Choling (Dharamsala),bkra shis chos gling,བཀྲ་ཤིས་ཆོས་གླིང་།,,,,,,,,
1549,Kagyu Gonsar,bka' brgyud dgon gsar,བཀའ་བརྒྱུད་དགོན་གསར།,,Kagon Tshechokling; Dromo Kagyu; Ganden Tengye Ling,bka' dgon tshe mchog gling; gro mo bka' brgyud; dga' ldan bstan gyas gling,,,,,
1551,Chakkyi Yangtse,lcags kyi yangs rtse,ལྕགས་ཀྱི་ཡངས་རྩེ།,,,,,,,,
1552,Chungtang,,,,Tsunmo Rinchentang,btsun mor rin chen thang,,,,,
1554,Jangchub Chokhor Ling,byang chub chos 'khor gling,བྱང་ཆུབ་ཆོས་འཁོར་གླིང་།,,,,,,,,
1555,Tangkya Gon,thang skya dgon pa,ཐང་སྐྱ་དགོན་པ།,,,,,,,,
1556,Drakkar,drag dkar,དྲག་དཀར།,丈卡寺,Mindrol Norbu Ling,thub bstan yongs 'dus dga' tshal brag mkhar smin grol nor bu gling,,,,,
1557,Potala School,rtse slob grwa,རྩེ་སློབ་གྲྭ།,,Tse Lobdra,,,,,,
1558,Sokmo Palace,sog mo pho brang ,སོག་མོ་ཕོ་བྲང་།,,,,,,,,
1559,Ganden Chokhor Ling,dga' ldan chos 'khor gling,དགའ་ལྡན་ཆོས་འཁོར་གླིང་།,,,,,,,,
1560,Lhalung Ritro,lha lung ri khrod,ལྷ་ལུང་རི་ཁྲོད།,拉隆寺,,,,,,,
1561,Drumpa Manor House,bhruM pa gzims shag,བྷྲུཾ་པ་གཟིམས་ཤག།,,Trumpa; Dakpo Drumpa,,,,,,
1562,Dramagang,drwa ma sgang,དྲྭ་མ་སྒང་།,,,grwa ma dgon,,,,,
1563,Dosib,mdo srib,མདོ་སྲིབ།,,,mdo srid,,,,,
1564,Dungdo,dung mdo,དུང་མདོ།,,,,,,,,
1565,Dzamtok,dzam thog ,ཛམ་ཐོག་།,,,,,,,,
1566,Shangto,shangs mtho ,ཤངས་མཐོ་།,,,,,,,,
1567,Rabten,rab brtan,རབ་བརྟན།,,,mgon gzigs rab brtan dgon; 'bri rgyud rab brtan dgon,,,,,
1568,Wara,wa ra,ཝ་ར།,,,,,,,,
1569,Khalek,kha legs,ཁ་ལེགས།,,Kharlek,mkhar legs,,,,,
1570,Dogyu Tosam Ling,mdo rgyud thos bsam gling,མདོ་རྒྱུད་ཐོས་བསམ་གླིང་།,,,,,,,,
1572,"Sakya Monastery, Seattle",,,,,,,,,,
1573,Tharlam,thar lam,ཐར་ལམ།,汤陇寺,Tarlam,,,,,,
1574,Jetsun Sakya Center,,,,,,,,,,
1575,Rizong,ri rdzong dgon pa,རི་རྫོང་དགོན་པ།,,,,,,,,
1576,Tashigang,bkra shis sgang,བཀྲ་ཤིས་སྒང་།,,,,,,,,
1578,Labu,la bu,ལ་བུ།,,,,,,,,
1579,Terlam,gter lam,གཏེར་ལམ།,,Ganden Sang-ngak Yarpel Ling; Dulam; Tulam,dga' ldan gsang sngags yar 'phel gling,,,,,
1585,Sera (India),se ra,སེ་ར།,,,,,,,,
1586,Tashi Lhunpo (India),bkra shis lhun po,བཀྲ་ཤིས་ལྷུན་པོ།,,,,,,,,
1587,Stakna,stag sna dgon,སྟག་སྣ་དགོན།,,,,,,,,
1588,Bardan,bar gdan dgon pa,འབར་གདན་དགོན་པ།,,Bardam,bar gdan gsang sngags chos gling,,,,,
1589,Padum Palace,dpa' gtum mkhar,དཔའ་གཏུམ་མཁར།,,,,,,,,
1591,Jamchen Lhakhang,byams chen lha khang,བྱམས་ཆེན་ལྷ་ཁང་།,,Trikal Maitreya Buddha Vihara; Great Maitreya Temple,,,,,,
1592,Rinding,rin sding ,རིན་སྡིང་།,,Riding; Rindeng; Rinchending,rin gding; rin chen sding,,,,,
1593,Lo Gekar,glo ge dkar,གློ་གེ་དཀར།,,,,,,,,
1594,Dharma Swami Buddha Vihara,,,,New Buddha Mandir,,,,,,
1595,Tsarang,rtsa rang,རྩ་རང་།,,Lo Tsarang Tubten Shedrub Dargye Ling,glo rtsa rang thub bstan bshad sgrub dar rgyas gling; rtsa brang,,,,,
1596,Namgyel Chode,rnam rgyal chos sde,རྣམ་རྒྱལ་ཆོས་སྡེ།,,Namgyel Chode Tubten Dargye Ling,rnam rgyal chos sde thub bstan dar rgyas gling,,,,,
1597,Tangtong Gyelpo Lhakhang,thang stong rgyal po lha khang,ཐང་སྟོང་རྒྱལ་པོ་ལྷ་ཁང་།,,Tanggyel Lhakhang; Tangyel Lhakhang; Tangtong Gyelpo Temple,thang rgyal lha khang,,,,,
1598,Shukden Lhakhang,gshugs ldan lha khang,གཤུགས་ལྡན་ལྷ་ཁང་།,,,,,,,,
1600,Montang Chode,smon thang chos sde,སྨོན་ཐང་ཆོས་སྡེ།,,Moncho Drakkar Tekchen Ling,smon chos brag dkar theg chen gling,,,,,
1601,Kak Chode,skag chos sde,སྐག་ཆོས་སྡེ།,,Kak Chode Tubten Sampel Ling; Kagbeni; Kakbeni,bkag chos sde thub bstan bsam ’phel gling,,,,,
1602,Gemi,gad smad,གད་སྨད།,,Shedrub Dargye Ling,bshad sgrub dar rgyas gling,,,,,
1603,Dzong Chode,rrzong chos sde,རརཟོང་ཆོས་སྡེ།,,Dzong Chode Shedrub Dargye Ling,rdzong chos sde bshad sgrub chos ’phel gling,,,,,
1604,Beru Lachen,be ru bla chen,བེ་རུ་བླ་ཆེན།,白日拉庆寺,,bes ri bla chen dgon pa; dre'u ri bla chen dgon pa,白日拉庆寺,,,,
1605,Gar Gon,gar dgon,གར་དགོན།,尕拉寺/嘎寺,Jangchub Choling,byang chub chos gling,尕拉寺/嘎寺,,,,
1606,Sarnath,,,,,,,,,,
1607,Putou Shan,,,普陀山,,,普陀山,,,,
1608,Kandze Shedrub Norbu Ling,dkar mdzes bshad sgrub nor bu gling,དཀར་མཛེས་བཤད་སྒྲུབ་ནོར་བུ་གླིང་།,甘孜扎西萝卜楞寺,Kandze Monastery; Ganze,,,,,,
1609,Lingyin Temple,,,靈隱寺,,,靈隱寺,,,,
1610,Yarlung Tashi Chode,yar klung bkra shis chos sde,ཡར་ཀླུང་བཀྲ་ཤིས་ཆོས་སྡེ།,扎西曲德寺,,,,,,,
1611,Sakya Centre,,,,Tsechen Tenpal Gatsal Shedup Chokhorling,,,,,,
1612,Shakya Shei-Drub Ling,,,,,,,,,,
1613,Lerab Ling,las rab gling,ལས་རབ་གླིང་།,,,,,,,,
