community_id,tbrc_id,community_name,wylie_name,wylie_name_script,chinese_name,description,wikidata_id
327,G74,Reting Monastery,rwa sgreng dgon,རྭ་སྒྲེང་དགོན།,热振寺,"<p>
	Reting, in Jang, was founded in 1057 by <a href=""/biographies/view/Dromtonpa/TBRC_p2557"">Dromtonpa</a>&nbsp;as the seat of the Kadampa school.&nbsp;The <a href=""/biographies/view/Seventh-Dalai-Lama/TBRC_p179"">Seventh Dalai Lama</a> gave Reting to Trichen <a href=""/biographies/view/Ngawang-Chokden/TBRC_p2759"">Ngawang Chokden</a>, the Fifty-first Ganden Tripa, upon his retirement. &nbsp;Reting became the seat of the Reting incarnation line, which began in the eighteenth century when the&nbsp;<a href=""/biographies/view/Second-Reting,-Lobzang-Yeshe-Tenpa-Rabgye/TBRC_P304"">Second Reting, Lobzang Yeshe Tenpa Rabgye</a>&nbsp;was recognized as the reincarnation of Ngawang Chokden. The Reting tulkus were one of only a few high-ranking incarnation lines empowered to become regent of Tibet during the absence or minority of the Dalai Lamas.</p>",Q669671
331,G194,Nenang,gnas nang,གནས་ནང།,,"<p>
	Nenang is a Karma Kagyu monastery in central Tibet that was founded by the <a href=""/biographies/view/First-Zhamarpa,-Drakpa-Sengge/TBRC_p70"">First Zhamarpa, Drakpa Sengge</a> in 1333. The monastery was given to the <a href=""/biographies/view/Fifth-Pawo/TBRC_P942"">Fifth Pawo</a> by the <a href=""/biographies/view/Fifth-Dalai-Lama/TBRC_p37"">Fifth Dalai Lama</a> after its confiscation from the Zhamar line in 1673 or 1674, and since then monastery has been the seat of the <a href=""/incarnation/view/Pawo/TBRC_R8LS12784"">Pawo</a> incarnation lineage.&nbsp;</p>",
333,G247,Ngamring Chode,ngam ring chos sde,ངམ་རིང་ཆོས་སྡེ།,,"<p>
	Ngamring is a Geluk monastery that served as the seat of the Lato Jang rulers. It was originally founded as a Sakya monastery in the early thirteenth century, and was converted to Geluk in the seventeenth century. <a href=""/biographies/view/Khedruje-Gelek-Pelzang/TBRC_p55"">Khedrubje Gelek Pelzang</a> studied at Ngamring Chode with <a href=""/biographies/view/Bodong-Panchen-Jikdrel-Chokle-Namgyel/TBRC_P2627"">Bodong Panchen Jikdrel Chokle Namgyel</a>.</p>",
334,G399,Riwo Dechen,ri bo bde chen,རི་བོ་བདེ་ཆེན།,,"<p>
	Riwo Dechen is a Geluk monastery in Chonggye that was founded in the fifteenth century by Lowo Pelzang, a student of <a href=""/biographies/view/Khedrubje-Gelek-Pelzang/TBRC_P55"">Khedrubje Gelek Pelzang</a>.</p>",
335,G3036,Rinchen Drak,rin chen brag,རིན་ཆེན་བྲག།,,"<p>
	Rinchen Drak, a Geluk monastery in Penyul, was founded by a <a href=""/biographies/view/Śākya-Gyeltsen/TBRC_P1593"">Śākya Gyeltsen</a>,&nbsp;a disciple of <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>. &nbsp;</p>",
338,,Tetung Monastery,te thung dgon chen,ཏེ་ཐུང་དགོན་ཆེན།,,"<p>
	Tetung was established as a Geluk monastery in 1619 on the site of former Kagyu and Sakya institutions. It was one of the two most influential monasteries in the northern part of Amdo located within the Pari region of Gansu province. The First Tukwan, <a href=""/biographies/view/Lobzang-Rabten/TBRC_P3548"">Lobzang Rabten</a>, served as abbot of Tetung Monastery.</p>",
339,G474,Tangring Monastery,thang ring dgon pa,ཐང་རིང་དགོན་པ།,隆合寺,"<p>
	Tangring is a Geluk monastery in Amdo that was founded in 1619 by the <a href=""/biographies/view/37th-Ganden-Tripa-Tangringpa-Gedun-Rinchen-Gyaltsen/TBRC_P165"">Thirty-seventh Ganden Tripa, Tangringpa Gedun Rinchen Gyaltsen</a>. The monastery includes an institute for philosophical studies as well as a tantric college, which was founded in 1732. The temple was rebuilt in 1986.</p>",
340,G164,Amdo Chubzang Monastery,chu bzang dgon,ཆུ་བཟང་དགོན།,,"<p>
	Chubzang Monastery is an important Geluk monastery in Amdo that was founded in 1649 by <a href=""/biographies/view/Chubzang-Namgyel-Peljor/TBRC_P3606"">Chubzang Namgyel Peljor</a>. It was destroyed in 1724, rebuilt in 1765, and refurbished in 1887. At one time it was the wealthiest monastery in the Tsongkha region of Amdo.</p>",
342,G109,Drepung Gomang Dratsang,sgo mang grwa tshang,སྒོ་མང་གྲྭ་ཚང་།,,"<p>
	Gomang, the earliest of <a href=""/geographies/view/Drepung-Monastery/TBRC_g108"">Drepung Monastery</a>&#39;s colleges, was established in the early fifteenth century by <a href=""/biographies/view/Drakpa-Rinchen/TBRC_P8LS12001"">Drakpa Rinchen</a>, a disciple of Drepung founder <a href=""/biographies/view/Jamyang-Choje-Tashi-Pelden/TBRC_P35"">Jamyang Choje Tashi Pelden</a>. It quickly grew into one of the largest colleges, ultimately absorbing the Vinaya college.</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>",
343,G2362,Dechen Sangngak Khar,bde chen gsang sngags mkhar,བདེ་ཆེན་གསང་སྔགས་མཁར།,,"<p>
	Dechen Sangngak Khar is a Geluk monastery in central Tibet that was founded in 1419 by <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>.</p>",
344,G107,Tashilhunpo Shartse Dratsang,bkra shis lhun po shar rtse grwa tshang,བཀྲ་ཤིས་ལྷུན་པོ་ཤར་རྩེ་གྲྭ་ཚང་།,,"<p>
	Tashilhunpo Shartse Dratsang, a monastic college of <a href=""/geographies/view/Tashilhunpo/TBRC_G104"">Tashilhunpo</a>, teaches general subjects.&nbsp;</p>",
345,G1PD95975,Ganden Rinchen Ling,dga' ldan rin chen gling,དགའ་ལྡན་རིན་ཆེན་གླིང་།,,"<p>
	Ganden Rinchen Ling is a Geluk monastery in Serkhok, Amdo, and it is a branch of <a href=""/geographies/view/Gonlung-Monastery/TBRC_G165"">Gonlung Monastery</a>. It was in existence by at least the eighteenth century when <span class=""biog-name-large""><a href=""/biographies/view/Sumpa-Khenpo-Yeshe-Peljor/TBRC_P339"">Sumpa Khenpo Yeshe Peljor</a> </span><span class=""biog-date-small"">(b.1704 - d.1788</span>) gave empowerments there.</p>",
346,,Pari Tashi Choling,dpa' ri bkra shis chos gling,དཔའ་རི་བཀྲ་ཤིས་ཆོས་གླིང།,⽺官寺,"<p>
	Pari Tashi Choling, founded in the 17th century in Amdo in the place of an earlier Kagyu monastery, is located in Drotsang County.&nbsp;<a href=""/biographies/view/Sumpa-Khenpo-Yeshe-Peljor/TBRC_p339"">Sumpa Khenpo Yeshe Peljor</a> gave teachings there. It is a branch of <a href=""/geographies/view/Gonlung/TBRC_G165"">Gonlung</a>.</p>",
347,,Serlung Monastery,ser lung dgon,སེར་ལུང་དགོན།,,"<p>
	Serlung is a Kagyu monastery in central Tibet.&nbsp;</p>",
348,G155,Sera Je,se ra byes,སེ་ར་བྱེས།,,"<p>
	Sera Je was founded by <a href=""/biographies/view/Lodro-Rinchen-Sengge/TBRC_P4762"">Lodro Rinchen Sengge</a>, a disciple of <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>, in the fifteenth century. It is one of three colleges of <a href=""/geographies/view/Sera-monastery/TBRC_G154"">Sera Monastery</a>, a major Geluk monastery in central Tibet. It is one of two philosophical colleges, though the two colleges, <a href=""/geographies/view/Sera-Me/TBRC_G237"">Sera Me</a> and Je, consolidated their curricula and administration in the 1990s. Sera Je is the largest college of Sera and traditionally housed monks from eastern Tibet and Mongolia. It is famous for its debate courtyard, as well as a for its assembly hall, which contains an altar to Hayagrīva that is popular with pilgrims.</p>",
349,G237,Sera Me,se ra smad,སེ་ར་སྨད།,,"<p>
	Sera Me, built in 1419, is one of three monastic colleges of <a href=""/geographies/view/Sera-monastery/TBRC_G154"">Sera Monastery</a>, a major Geluk monastery in central Tibet. <span class=""popular"">A monk named Kunkhyen Jangchub Bumpa</span> is regarded as the founder. Most activities of Sera Me and <a href=""/geographies/view/Sera-Je/TBRC_G155"">Sera Je</a>, the other of the philosophical colleges of Sera, were consolidated in the 1990&#39;s.</p>",
350,,Dromda Monastery,grom mda' dgon,གྲོམ་མདའ་དགོན།,,"<p>
	Dromda, a Geluk monastery in central Tibet, was in existence by at least the seventeenth century when the Forty-sixth Ganden Tripa, <a href=""/biographies/view/Jinpa-Gyatso/TBRC_P3451"">Jinpa Gyatso</a> served as its abbot.</p>",
351,G1162,Dab Yangteng Monastery,'dab yang steng dgon,འདབ་ཡང་སྟེང་དགོན།,,"<p>
	Dab Yangteng is a monastery in Kham that was in existence by at least the mid-seventeenth century. <span class=""biog-name-large"">The Forty-Seventh Ganden Tripa, <a href=""/biographies/view/Lobzang-Chopel/TBRC_P2756"">Lobzang Chopel</a>, was admitted to Dab Yangteng at a young age and took his novice vows here. </span></p>",
352,G2194,Toling Monastery,mtho lding dgon,མཐོ་ལྡིང་དགོན།,托林寺,"<p>
	Toling Monastery in Ngari was founded by <a href=""/biographies/view/Rinchen-Zangpo/TBRC_P753"">Rinchen Zangpo</a> around 996 under the patronage of <a href=""/biographies/view/Lha-Lama-Yeshe-O/TBRC_P8344"">Lha Lama Yeshe O</a>. It was later converted to the Geluk tradition and affiliated with Sera Monastery.</p>",Q3738980
353,G229,To Jayul Monastery,stod bya yul dgon pa,སྟོད་བྱ་ཡུལ་དགོན་པ།,,"<p>
	Jayul was originally a Kadam monastery, later Geluk, that was in existence by at least the eighteenth century when the <a href=""/biographies/view/Forty-Eighth-Ganden-Tripa,-Dondrub-Gyatso/TBRC_P2757"">Forty-Eighth Ganden Tripa, Dondrub Gyatso</a> lived there.&nbsp;</p>",
354,G435,Chone Ganden Shedrub Ling,co ne dga' ldan bshad sgrub gling,ཅོ་ནེ་དགའ་ལྡན་བཤད་སྒྲུབ་གླིང་།,卓尼丹丁寺,"<p>
	Chone Ganden Shedrub Ling is an important Geluk monastery in Amdo. It was originally a Sakya monastery that was founded in 1269 by <a href=""/biographies/view/Drogon-Chogyel-Pakpa/TBRC_P1048"">Pakpa</a> under the patronage of Khubilai Khan, and it was converted to Geluk in 1459 by <a href=""/biographies/view/Choje-Rinchen-Lhunpo/TBRC_P3CN359"">Choje Rinchen Lhunpo</a>.&nbsp;</p>",
355,G126,Drepung Loseling College,'bras spungs blo gsal gling grwa tshang,འབྲས་སྤུངས་བློ་གསལ་གླིང་གྲྭ་ཚང་།,,"<p>
	Drepung Loseling, the college of diatectics, is the largest of the four remaining colleges of <a href=""/geographies/view/Drepung-Monastery/TBRC_G108"">Drepung Monastery</a>. The assembly hall contains stupas with relics of various masters as well as images of Dalai Lamas and other Geluk masters.&nbsp;</p>",
356,,Genden Chopeling,dge ldan chos 'phel gling chos sde,དགེ་ལྡན་ཆོས་འཕེལ་གླིང་ཆོས་སྡེ།,,"<p>
	Genden Chopeling Monastery is a monastery in Shok Druk (shog drug), Kham. The monastery was established by Depa Solpon (sde pa gsol dpon) in the seventeenth century. The Fifty-Sixth Ganden Tripa, <a href=""/biographies/view/Lobzang-Drime/TBRC_P2762"">Lobzang Drime</a> studied here at a young age in the late seventeenth century.</p>
<p>
	&nbsp;</p>
<p>
	&nbsp;</p>",
357,G2363,Pakmo Chode,phag mo chos sde,ཕག་མོ་ཆོས་སྡེ།,,"<p>
	Pakmo Chode is a Geluk monastery in Taktse. It was founded by <a href=""/biographies/view/Sempa-Lodro-Gyeltsen/TBRC_P429"">Sempa Lodro Gyeltsen</a> in the fifteenth century. It was adminstered by nearby <a href=""/geographies/view/Lo-Monastery/TBRC_G3041"">Lo Monastery</a> (lo dgon pa).</p>",
358,G161,Jakhyung Monastery,bya khyung dgon,བྱ་ཁྱུང་དགོན།,,"<p>
	Jakhyung is a major Geluk monastery in Bayan Khar in Amdo. It was established in 1349 by <a href=""/biographies/view/Choje-Dondrub-Rinchen/TBRC_P1558"">Choje Dondrub Rinchen</a>, the first teacher of <a href=""/biographies/view/Tsongkhapa/TBRC_p64"">Tsongkhapa</a>,&nbsp;on the site of an institution established by the&nbsp;<a href=""/biographies/view/Second-Karmapa,-Karma-Pakshi/TBRC_P1487"">Second Karmapa, Karma Pakshi</a>&nbsp;in the twelfth century. In 1363, it was here to Jakhyung that Choje brought the seven-year-old Tsongkhapa and gave him his novice vows. Along with <a href=""/geographies/view/Serkhok/TBRC_G166"">Serkhok</a>, <a href=""/geographies/view/Chubzang/TBRC_G164"">Chubzang</a> and <a href=""/geographies/view/Gonlung/TBRC_G165"">Gonlung</a>, Jakhyung was considered one of the &#39;four great monasteries of the north,&#39; meaning the oldest and most important Geluk institutions of Amdo.&nbsp;</p>
<p>
	&nbsp;</p>",
359,,Rablo,rab lo,རབ་ལོ།,,"<p>
	Rablo Monastery seems to have been a Geluk monastery in the Tsawarong region of Kham. It was in existence by the early eighteenth century, when the <a href=""/biographies/view/Sixtieth-Ganden-Tripa,-Jangtse-Lobzang-Tenpa/TBRC_p2766"">Sixtieth Ganden Tripa, Jangtse Lobzang Tenpa</a> took novice ordination there.</p>",
360,G1KR1936,Tsador Monastery,tsha rdor dgon,ཚ་རྡོར་དགོན།,,"<p>
	Tsador is a Geluk monastery in Amdo. Originally a Sakya monastery that was founded in 1260, it was converted to Geluk in the mid eighteenth century.</p>",
361,G301,Shitsang Gonsar,shis tshang dgon gsar,ཤིས་ཚང་དགོན་གསར།,,"<p>
	Shitsang Ganden Chokhor Ling is a Geluk monastery near Labrang in Amdo. The present monastery evolved on the grounds of smaller forerunners, either temples or monasteries. In 1839, the <a href=""/biographies/view/Third-Detri-Jamyang-Tubten-Nyima/TBRC_P382"">Third Detri Jamyang Tubten Nyima</a> started to develop the monastery as a branch of Labrang. It is the seat of the <a href=""/incarnation/view/Detri/TBRC_R8LS13072"">Detri</a> incarnation line.</p>
<p>
	&nbsp;</p>",
362,G3232,Ngulra Monastery,dngul rwa dgon,དངུལ་རྭ་དགོན།,,"<p>
	Ngulra is a Geluk monasery in the Machu region of Amdo. There is also a Nyingma monastery by the same name in Gojo, a branch of <a href=""/geographies/view/Pelyul-Monastery/TBRC_G18"">Pelyul Monastery</a>.</p>",
363,G3278,Ganden Shedrub Pekar Drolwai Ling,dga' ldan bshad sgrub pad dkar grol ba'i gling,དགའ་ལྡན་བཤད་སྒྲུབ་པད་དཀར་གྲོལ་བའི་གླིང།,,"<p>
	Ganden Shedrub Pekar Drolwai Ling, also known as Serchen, Sertri, and Sertang, is an important Geluk monastery in Amdo that was founded in 1748 by&nbsp;<a href=""/biographies/view/Gyeltsen-Sengge/TBRC_P2760"">Gyeltsen Sengge</a>, the 53rd throne-holder of Ganden. This is one of two monasteries in the town of Taktsang Lhamo, which is located on the border of Gansu and Sichuan provinces. The other monastery is Taktsang Lhamo Kirti, which is adjacent to Serchen. Because of their close proximity, they are sometimes confused as one monastery.</p>",
364,G293,Tso Gon Ganden Choling,gtsos dgon dge ldan chos gling,གཙོས་དགོན་དགེ་ལྡན་ཆོས་གླིང།,,"<p>
	Tso Gon Ganden Choling is a Geluk monastery in Amdo that was founded in 1650 by <a href=""/biographies/view/Sherab-Chokdan/TBRC_P9925"">Sherab Chokdan</a>. It is famous for its impressive nine-story structure.&nbsp;</p>",
365,G1KR2037,Mokru Ganden Jampeling,rmog ru dgon dga' ldan byams 'phel gling,རྨོག་རུ་དགོན་དགའ་ལྡན་བྱམས་འཕེལ་གླིང་།,,"<p>
	Mokru Ganden Jampeling is a Geluk monastery in Amdo that was founded in 1720.</p>",
367,G4353,Muge Tashikhorlo,dmu dge bkra shis 'khor lo,དམུ་དགེ་བཀྲ་ཤིས་འཁོར་ལོ།,,"<p>
	Muge Tashi Khorlo is a Geluk monastery located in Ngawa, Amdo. It was founded by <a href=""/biographies/view/Tsakho-Ngawang-Drakpa/TBRC_P3477"">Tsakho Ngawang Drakpa</a>, a major disciple of <a href=""/biographies/view/Tsongkhapa/TBRC_P64"">Tsongkhapa</a>, in 1397.</p>",
368,G3090,Ngawa Gomang,rnga ba sgo mang,རྔ་བ་སྒོ་མང།,,"<p>
	Ngawa Gomang, a branch of <a href=""/geographies/view/Labrang-Monastery/TBRC_g162"">Labrang Monastery</a>, is Geluk monastery in Amdo that was founded in either 1776 or 1791 by the <a href=""/biographies/view/Second-Jamyang-Zhepa,-Konchok-Jigme-Wangpo/TBRC_p169"">Second Jamyang Zhepa, Konchok Jigme Wangpo</a>. As of 1996, it housed over 600 monks, of which eleven were incarnate lamas.</p>",
369,G1519,Gyeltang Sungtseling,rgyal thang dgon pa,རྒྱལ་ཐང་དགོན་པ།,,"<p>
	Gyeltang Monastery, also known as Ganden Sumtsen Ling or Sungtseling, was a major Geluk monastery in Kham that was founded in 1679 or 1681 on the advice of the <a href=""/biographies/view/Fifth-Dalai-Lama/TBRC_P37"">Fifth Dalai Lama</a>. It originally contained eight colleges, of which seven still exist. As of 2009, 600-700 monks were housed at the monastery.</p>",
370,G2058,Evaṃ Monastery,e waM dgon;,ཨེ་ཝཾ་དགོན༏་།,,"<p>
	Evaṃ Monastery was founded in 1359 by Yakde Paṇchen <a href=""/biographies/view/Tsondru-Dargye/TBRC_P4312"">Tsondru Dargye</a> in Medro Gongkar county in central Tibet. Also known as Ayang Monastery, it is not to be confused with <a href=""/geographies/view/Ngor-Evam-Choden/TBRC_G211"">Ngor Evam Choden</a>. It shares affiliation with both the Sakya and Geluk traditions.</p>",
371,G2AG31,Petseling Jangchub Pelri Monastery,pad tshal gling byang chub dpal ri dgon pa,པད་ཚལ་གླིང་བྱང་ཆུབ་དཔལ་རི་དགོན་པ།,,"<p>
	Petseling Jangchub Pelri Gon is a Nyingma monastery in Bhutan. It founded by the <a href=""/biographies/view/First-Petseling,-Namgyel-Lhundrub/TBRC_P2AG28"">First Petseling, Namgyel Lhundrub</a> in 1769 and remains the seat of the incarnation lineage.</p>",
372,G1970,Dobi Ganden Pelgye Ling,rdo sbis dge ldan 'phel rgyas gling,རྡོ་སྦིས་དགེ་ལྡན་འཕེལ་རྒྱས་གླིང་།,,"<p>
	Dobi Ganden Pelgye Ling is a Geluk monastery in Amdo. It was established in the thirteenth century by a Lama Samten Rinchen, and converted to Geluk in the seventeenth century.</p>",
